ngc,ra,dec
N3996,178.8006667,14.57552778
N3997,178.8084583,#VALUE!
N3998,178.837,55.73211111
N3999,178.8426667,25.34638889
N4000,178.845,25.4225
N4001,178.8834792,47.61320556
N4002,178.8549167,23.48011111
N4003,178.853625,23.40291667
N4004=N4004A,178.878875,28.15708333
N4004B=I2982,178.8204167,28.14708333
N4005=N4007,178.8998333,25.40038889
N4006,178.88375,#VALUE!
N4007=N4005,178.8997917,25.40036111
N4008,178.9285,28.47052778
N4009,178.920375,25.4685
N4010,179.011,47.53863889
N4011,178.963375,25.37583333
N4012,178.9735,10.29969444
N4013,178.9875833,44.22575
N4013 sup *,178.9899917,44.22681667
N4014=N4028,179.0074583,16.45541667
N4015n,179.0376667,25.32144444
N4015s,179.0353333,25.31486111
N4016,178.9781667,27.80713889
N4017,179.0479583,27.73094444
N4018,179.0271667,25.59525
N4019=I0755,179.652625,14.383
N4020,179.0924583,30.69
N4021,179.1188292,25.36159167
N4022,179.112125,25.50086111
N4023,179.1307083,25.26730556
N4024,178.99125,-18.06805556
N4025,179.149375,38.07005556
N4026,179.2113333,51.23994444
N4027,179.2366667,-18.98697222
N4027A,179.232125,-19.05330556
N4028=N4014,179.0074583,16.45541667
N4029,179.37275,8.46
N4030,179.458,#VALUE!
N4031,179.4892917,32.2255
N4032,179.4962917,20.35277778
N4033,179.505,-17.56472222
N4034,179.7338333,69.60183333
N4035,179.4816667,-15.67
N4036,179.7215833,62.17377778
N4037,179.7083333,13.67930556
N4038,179.8295,-18.58861111
N4038+N4039,179.833625,-18.59597222
N4039,179.833,-18.60761111
N4040,179.8825917,18.10128611
N4041,179.9117917,62.41580556
N4042:,180.0550417,20.44183333
N4043,179.955125,4.608083333
N4044,179.9823333,-0.06575
N4045=N4046,180.0350417,2.255972222
N4045A,180.0373333,2.230166667
N4046=N4045,180.0350417,2.255972222
N4047,180.0734167,48.91444444
N4048e,180.0719583,18.29483333
N4048w,180.069,18.29366667
N4049,180.0870417,19.03072222
N4050,180.08375,-16.09583333
N4051,180.1515292,#VALUE!
N4052,179.8625,-62.9335
N4052?,179.3625,-62.93358333
N4053,180.1581667,20.007
N4054n,180.1681667,58.17658333
N4054s,180.1705833,58.16908333
N4054w,180.1648333,58.17133333
N4055=N4061,180.36675,20.51061111
N4056:,180.35125,20.59055556
N4057=N4065,180.38675,20.51327778
N4058,180.3135417,3.826083333
N4059=N4070,180.40825,20.68816667
N4060:,180.3647083,20.61541667
N4061=N4055,180.36675,20.51061111
N4062,180.3779583,32.17388889
N4063,180.384125,2.125027778
N4064,180.4069167,18.72138889
N4065=N4057,180.38675,20.51327778
N4066,180.399875,20.62619444
N4067,180.4076667,11.13283333
N4068=I0757,180.3735,52.86841667
N4068=I0757 *,180.3669583,52.86652778
N4069:,180.38625,20.60219444
N4070=N4059,180.40825,20.68816667
N4071,180.4144583,-67.03141667
N4072,180.4184167,20.48794444
N4073,180.4717917,#VALUE!
N4074,180.4844958,20.59450278
N4075,180.517,2.350638889
N4076,180.496625,20.48305556
N4077=N4140,180.5179167,2.065638889
N4078=N4107,180.558875,10.87388889
N4079,180.567375,-2.10475
N4080,180.5772083,27.27105556
N4081,180.508125,64.71533333
N4082,180.658125,10.94880556
N4083,180.6688292,10.89146667
N4084,180.67475,21.49263889
N4085,180.7097917,50.63158333
N4086,180.7337458,20.52515556
N4087,180.75375,-26.24361111
N4088,180.759,#VALUE!
N4089,180.767625,20.83397222
N4090,180.7275,20.58697222
N4091,180.77875,20.83394444
N4092,180.8207917,20.75527778
N4093,180.8260542,20.80001944
N4094,180.8325,-14.24722222
N4095,180.8375833,20.85102778
N4096,180.8702083,47.75561111
N4097,180.8741667,37.14161111
N4098=N4099,180.8769583,20.88580556
N4098nw=N4099nw,180.8762083,20.88711111
N4098se=N4099se,180.8772917,20.885
N4099=N4098,180.8769583,20.88580556
N4099nw=N4098nw,180.8762083,20.88711111
N4099se=N4098se,180.8772917,20.885
N4100,180.9016667,49.86072222
N4101,180.9061667,25.83508333
N4102,180.964125,52.98922222
N4103,181.0125,-60.96675
N4104,181.0244583,28.45247222
N4105,181.025,-29.4825
N4106,181.04375,-29.49
N4107=N4078,180.558875,10.87388889
N4108,181.0630417,67.44125
N4108A,180.8323333,67.53088889
N4108B,181.1765833,67.51338889
N4109,181.078975,43.27383056
N4110,181.126125,18.80963889
N4111,181.1289583,43.34436111
N4112,181.1420833,-39.92916667
N4113=N4122,181.1494167,33.27394444
N4114,181.1585333,-13.90678333
N4115:,181.151,14.685
N4116,181.2639583,2.969555556
N4117,181.3090875,43.40453056
N4118,181.33725,43.38983333
N4119:=N4124=I3011,181.400875,10.65705556
N4120,181.5145,69.82272222
N4121,181.3619208,65.39277778
N4122=N4113,181.1494167,33.27394444
N4123,181.405875,#VALUE!
N4124=I3011=:N4119,181.400875,10.65705556
N4125,181.4017083,65.45241667
N4126,181.5188333,16.42080556
N4127,181.5084167,77.08211111
N4128,181.5179583,69.04608333
N4128A,181.4455417,69.06541667
N4129=N4130,181.58,-8.758333333
N4130=N4129,181.58,-8.758333333
N4131,181.5622083,29.58280556
N4132,181.6208333,29.52861111
N4133,181.6025417,75.18208333
N4134,181.656625,29.455
N4135,181.6564167,44.28136111
N4136,181.6892083,30.20533333
N4137,181.6896667,44.36822222
N4138,181.74425,43.96366667
N4139=I2989,180.5009583,2.079583333
N4140=N4077,180.5179167,2.065638889
N4141,181.824375,59.12694444
N4142,181.7503333,53.38186111
N4143,181.7695833,42.81252778
N4144,181.8661667,46.73541667
N4145,181.87525,40.16066667
N4145A,182.0960833,40.0355
N4145A comp,182.091,40.02694444
N4146,181.9411667,26.70894444
N4147=N4153,181.889125,18.81994444
N4148,181.9002917,36.15580556
N4149=N4154,182.015,58.58177778
N4150,182.0059583,30.67986111
N4151,182.004325,#VALUE!
N4152,182.018625,16.31133333
N4153=N4147,181.889125,18.81994444
N4154=N4149,182.015,58.58177778
N4155,182.053625,19.31875
N4156,182.0747083,39.75055556
N4157,182.1415833,50.76233333
N4158,182.1559583,20.45363889
N4159,182.1304583,76.40358333
N4160,182.4209167,44.01625
N4160 nom,182.2739583,44.00558333
N4160?,182.3791667,44.01333333
N4160? nw*,182.3780417,44.01466667
N4160? se*,182.3807917,44.01230556
N4161,182.268375,58.01558333
N4162,182.3335417,24.4015
N4163=N4167,182.40725,#VALUE!
N4164,182.385875,13.48344444
N4165=I3035,182.4119583,13.52458333
N4166,182.4039167,18.03477778
N4167=N4163,182.40725,#VALUE!
N4168,182.43425,13.48302778
N4169,182.4451667,29.45736111
N4170?,182.4208333,29.44472222
N4170??,182.4566667,29.41027778
N4171?,182.5270833,29.5025
N4171??,182.515,29.49138889
N4172,182.4416667,56.45497222
N4173,182.45525,29.48608333
N4174,182.4790417,#VALUE!
N4175,182.4962917,29.44638889
N4176,182.5108333,-8.8825
N4177,182.5275,-13.73555556
N4178=I3042,182.5550417,11.14363889
N4179,182.5774583,#VALUE!
N4180,182.6225417,7.316722222
N4180=:N4182,182.6239167,7.316777778
N4181,182.5817708,53.18136667
N4182:=N4180,182.6239167,7.316777778
N4182?,182.693875,4.314638889
N4183,182.6942917,43.97613889
N4184,182.72125,-62.43611111
N4184e,182.7454167,-62.44055556
N4184w,182.6891667,-62.44444444
N4185=?N4209,182.709625,28.7885
N4186=N4192B,182.8907083,15.00402778
N4187=N4187A,182.74975,51.01925
N4187B,182.7479167,51.03444444
N4187C,182.7395833,50.98861111
N4188,182.8870833,-12.30833333
N4189=I3050,182.810375,13.70330556
N4190n,182.8079167,36.92166667
N4190s,182.80525,#VALUE!
N4191,182.8215833,7.478777778
N4192,182.8145625,#VALUE!
N4192A,182.721875,15.05019444
N4192B=N4186,182.8907083,15.00402778
N4193=I3051,182.8365833,13.45066667
N4194,182.9214167,54.80466667
N4195,182.962125,59.89297222
N4196,182.991625,28.7015
N4197,183.021375,6.083944444
N4198=I0778,182.975125,56.28913889
N4199ne,183.1035833,60.18605556
N4199sw,183.090625,60.18383333
N4200,183.04625,12.45841667
N4201,183.0304167,-11.30555556
N4202,183.8950417,-0.787416667
N4203,183.1415417,33.47566667
N4204,183.175375,20.93691667
N4205,183.1241667,64.05952778
N4206=I3064,183.183375,13.30183333
N4207,183.239375,9.863027778
N4208=N4212,183.2775833,14.17944444
N4209?,183.2262917,28.74608333
N4209?=N4185,182.709625,28.7885
N4210,183.2149167,66.26327778
N4211=N4211A,183.2680833,28.45505556
N4211B,183.2735,28.44694444
N4212=N4208,183.2775833,14.17944444
N4213,183.2739583,24.25977778
N4214=N4228,183.2860625,#VALUE!
N4215,183.33875,6.678972222
N4216,183.339,#VALUE!
N4217,183.3399583,#VALUE!
N4218,183.3219583,48.40922222
N4219,183.4575,-43.04583333
N4219A,183.84,-43.26222222
N4220,183.42875,48.16066667
N4221,183.40125,66.50872222
N4222,183.4587083,13.58527778
N4222=I3087?,183.4588333,13.58513889
N4223=I3102,183.7191667,6.9675
N4224,183.5027083,7.739472222
N4225,183.5151,-12.04993889
N4226,183.488875,47.30355556
N4227,183.5122917,33.79938889
N4228=N4214,183.2860625,#VALUE!
N4229,183.534125,33.83838889
N4230,183.6208333,-55.00013889
N4231,183.5839583,47.73491944
N4232,183.5840833,47.71619444
N4233,183.6440833,7.90175
N4234,183.6485,3.96075
N4235=I3098,183.652775,7.468736111
N4236,183.5899583,69.74075
N4237,183.66175,15.60141667
N4238,183.6315417,63.68772222
N4239,183.677125,16.80888889
N4240=N4243,183.7070833,-9.674444444
N4241=I3115,183.8607083,#VALUE!
N4242,183.7550417,45.89666667
N4243=N4240,183.7070833,-9.674444444
N4244,183.7486083,#VALUE!
N4244 *,183.7480417,38.08466667
N4245,183.7741958,29.88517222
N4246=I3113,183.8542083,7.463388889
N4247,183.8537917,7.551647222
N4248,183.841125,47.68663889
N4249,183.85765,5.876283333
N4250=N4250A,183.775375,71.07997222
N4251,183.9044167,28.45230556
N4252,183.990125,5.837111111
N4253,183.9813833,#VALUE!
N4254,184.071375,#VALUE!
N4255,184.0948333,5.063555556
N4256,184.087,66.17613889
N4257,184.1390833,6.003138889
N4258,184.1228292,#VALUE!
N4259,184.204225,5.6539
N4260,184.2044583,6.376222222
N4261,184.2082167,6.102625
N4262,184.242875,15.15511111
N4263=N4265,184.2804167,-11.9475
N4264,184.2606083,6.124313889
N4265=N4263,184.2804167,-11.9475
N4266,184.287875,5.815694444
N4267,184.3035833,13.07588889
N4268,184.3082875,5.561122222
N4269,184.3167917,6.292694444
N4270,184.3173333,5.741
N4271,184.2805417,57.014
N4272,184.3214583,30.61591667
N4273,184.3450833,#VALUE!
N4274,184.3332292,29.89118889
N4275,184.3405833,27.89844444
N4276,184.3937083,7.968611111
N4277,184.3770625,5.618788889
N4278,184.4009267,#VALUE!
N4279,184.4587833,-11.38931389
N4280,184.4625,-11.41672222
N4280?,184.4875,-11.36680556
N4281,184.45125,5.664027778
N4282,184.4628125,5.850519444
N4283,184.4589583,29.58766667
N4284,184.4489583,58.37013889
N4285,184.5206667,-11.36477778
N4286=I3181,184.5483333,29.62286111
N4287,184.5634542,5.917511111
N4288,184.543625,46.56988889
N4288A,184.5535,46.53305556
N4289,184.61975,3.999027778
N4290,184.5962917,58.36986111
N4291,184.5246667,75.64805556
N4292,184.67955,#VALUE!
N4292A,184.6802083,4.910305556
N4293,184.6708333,#VALUE!
N4294,184.6883333,11.78763889
N4295,184.6634167,28.44222222
N4296,184.730375,6.930722222
N4297,184.7260292,6.948358333
N4298,184.75225,14.88380556
N4299,184.7838333,11.77911111
N4300,184.7844167,5.662111111
N4301=N4303A,184.9741667,4.843194444
N4302,184.792125,14.87622222
N4303,184.8401792,#VALUE!
N4303A=N4301,184.9741667,4.843194444
N4304,184.8958333,-33.20722222
N4305,184.8803333,13.01791667
N4306,184.882125,13.06463889
N4307,184.8865833,9.320611111
N4307A=I3211,184.8942917,9.267583333
N4308,184.8608333,30.35141667
N4309,184.9141917,#VALUE!
N4309A,184.9247083,7.442888889
N4310=N4338,184.9837917,29.48547222
N4311,184.9791667,29.46691667
N4311??,184.985625,29.42311111
N4311?? nw*,184.9833333,29.4265
N4311?? se*,184.987375,29.42066667
N4312,184.9971667,15.81516667
N4313,185.02525,12.07880556
N4314,185.008125,30.17211111
N4315:,185.05225,9.582666667
N4315?,185.0282083,9.563361111
N4316,185.0405,9.609638889
N4317,185.05,31.30025
N4318,185.043625,8.4755
N4319=N4345,184.8898333,75.59938889
N4320,185.1051125,10.82531667
N4321,185.0958333,#VALUE!
N4322,185.0419583,16.18069444
N4323,185.1242083,16.18238889
N4324,185.1372083,5.527111111
N4325=:N4368,185.1421667,10.89770556
N4326,185.160775,6.3494
N4327?,185.14825,16.01361111
N4327??,185.1665417,16.02858333
N4328,185.2004167,16.09713889
N4329,185.1904167,-12.28194444
N4330,185.1850833,11.64472222
N4331,185.11675,76.44944444
N4332,185.11225,66.12108333
N4333,185.2051167,6.317738889
N4334,185.2131667,7.750277778
N4335,185.160375,58.72133333
N4336=I3254,185.2429167,19.70386111
N4337,185.3333333,-57.83355556
N4338=N4310,184.9837917,29.48547222
N4339,185.2574583,6.358777778
N4340,185.2646667,16.99991667
N4341=I3260,185.3359167,#VALUE!
N4342=I3256,185.2760833,#VALUE!
N4343,185.2745833,#VALUE!
N4344,185.274625,17.81805556
N4345=N4319,184.8898333,75.59938889
N4346,185.2552917,47.27058333
N4347?,185.3264167,-2.963111111
N4347??=N4348,185.33275,-3.166638889
N4348=??N4347,185.33275,-3.166638889
N4349,185.3416667,-61.58352778
N4350,185.3587917,16.97030556
N4351=N4354,185.3720833,12.48175
N4352,185.385625,11.49505556
N4353=I3266,185.3639167,8.061722222
N4354=N4351,185.3720833,12.48175
N4355=N4418,186.0863333,#VALUE!
N4356=I3273,185.4242917,8.813722222
N4357=N4381,185.3859167,49.05641667
N4358,185.41325,58.66191667
N4359,185.425,31.79844444
N4360=N4360A,185.4547917,9.570083333
N4360B=I3274,185.4257,9.5436
N4361,185.4783333,-18.50797222
N4362=N4364,185.451875,58.63697222
N4363,185.3316667,75.22861111
N4364=N4362,185.4518333,58.637
N4365,185.480625,#VALUE!
N4366,185.558875,7.629583333
N4367,185.5122083,12.45936111
N4367 nw *,185.5102083,12.46008333
N4367 se *,185.5135,12.45825
N4368:=N4325,185.1421667,10.89770556
N4369,185.53375,39.65986111
N4370,185.5925,7.721111111
N4371,185.59625,11.98063889
N4372,185.711,-72.37952778
N4373,185.6608333,-39.48361111
N4373A,185.7416667,-39.04333333
N4373B,186.0170833,-38.85805556
N4374,185.6313333,#VALUE!
N4375,185.6273333,28.83525
N4376,185.6880417,6.017583333
N4377,185.6688333,15.03938889
N4378,185.685625,5.201833333
N4379,185.679125,15.88405556
N4380,185.7077083,10.29344444
N4381=N4357,185.3859167,49.05641667
N4382,185.7196458,#VALUE!
N4383,185.72475,16.7465
N4384,185.7004583,54.7825
N4385,185.7877083,#VALUE!
N4386,185.58875,75.80588889
N4387,185.790125,13.08705556
N4388,185.8107458,#VALUE!
N4389,185.7862083,45.9615
N4390=I3320,185.8257083,10.73577778
N4391,185.7514583,65.21038889
N4392,185.7175833,46.12388889
N4393,185.8391667,27.83822222
N4394,185.8515,18.49069444
N4395,185.833875,#VALUE!
N4396,185.8645417,15.94755556
N4397,185.8616667,18.57777778
N4397 e*,185.8634583,18.57838889
N4397 n*,185.864,18.579
N4397 s*,185.8595833,18.57619444
N4397 w*,185.8584167,18.57719444
N4398,185.8955417,10.96266667
N4399,185.807875,33.79280556
N4400,185.8625417,33.79155556
N4401,185.8707917,33.80427778
N4402,185.8976667,13.38922222
N4403,185.90875,-7.407944444
N4404,185.9231167,-7.403777778
N4405=I0788,185.898125,16.45738889
N4406,185.9162417,13.22324722
N4406A,185.92975,13.24025
N4407=N4413,186.0004,12.88727778
N4408,185.947875,28.14777778
N4409=N4420,186.104,2.770555556
N4410e=N4410B,185.987,9.296277778
N4410w=N4410A,185.981625,9.297
N4411=N4411A=I3339,185.987625,9.148527778
N4411B,186.061125,9.161
N4412,186.0116667,4.241416667
N4413=N4407,186.0004958,12.88722778
N4414,185.9905833,31.49966667
N4415,186.0335,8.712388889
N4416,186.0589167,#VALUE!
N4417,186.0754167,9.860722222
N4418=N4355,186.0863333,#VALUE!
N4419,186.103375,15.32369444
N4420=N4409,186.1040417,2.770444444
N4421,186.1287917,15.73788889
N4422,186.1568667,-5.554411111
N4423,186.1502083,6.156416667
N4424,186.1635,9.697027778
N4425,186.1723167,13.01135278
N4426=N4427,186.16975,28.11502778
N4427=N4426,186.1694167,28.11594444
N4427n=N4426n,186.168875,28.11661111
N4427s=N4426s,186.1705417,28.11316667
N4428,186.2225833,-7.891444444
N4429,186.22625,11.38405556
N4430,186.2225833,6.538916667
N4431,186.230125,12.56683333
N4432,186.2503333,6.509444444
N4433,186.2656667,-8.003083333
N4434,186.267125,8.431083333
N4435,186.2857,13.35566389
N4436,186.2887917,12.59230556
N4437=N4517,187.5497917,#VALUE!
N4438,186.3070833,#VALUE!
N4439,186.4166667,-59.81688889
N4440,186.339625,12.56952778
N4441,186.2627917,65.078
N4442,186.38125,10.08038889
N4443:=N4461,186.6300917,13.46032778
N4444,186.4791667,-42.98555556
N4445=I0793,186.4315,9.712805556
N4446,186.3960833,14.18819444
N4447,186.4206458,14.17613333
N4448,186.441875,28.89702778
N4449,186.438375,#VALUE!
N4450,186.492375,#VALUE!
N4451,186.5340833,9.535333333
N4452,186.547125,12.03116667
N4453,186.5577083,6.788175
N4454,186.569875,-1.663555556
N4455,186.5574167,23.09852778
N4456,186.3083333,-29.82166667
N4457,186.607625,3.846972222
N4458,186.6077167,13.51821667
N4459,186.618375,14.25488889
N4460,186.583375,45.13980556
N4461=:N4443,186.6300917,13.46032778
N4462,186.6829167,-22.89
N4463,186.7708333,-64.50025
N4464,186.702875,8.433333333
N4465,186.7122083,8.302416667
N4466,186.7417083,7.972805556
N4467,186.7403333,8.269166667
N4468,186.7470833,14.32527778
N4469,186.7321667,9.026305556
N4470=N4610,186.772125,8.099888889
N4471:,186.7890833,8.172416667
N4471?,186.78425,8.188333333
N4471??,186.7691667,8.209166667
N4472,186.8086667,#VALUE!
N4473,186.8211333,13.70645556
N4474,186.8413333,14.34461111
N4475,186.8258333,27.51955556
N4476,186.8631667,12.62455556
N4477,186.8774583,13.91272222
N4478,186.9398333,12.6045
N4479,186.9447917,13.85369444
N4480,186.9733333,4.522583333
N4481,186.8841667,64.30908333
N4482=I3427,186.9089583,11.05494444
N4483,187.0344167,9.291638889
N4484,186.5725,-11.37555556
N4485,187.0217083,41.97580556
N4486,187.0735654,#VALUE!
N4486A,187.108,12.54666667
N4486B,187.0005833,12.76630556
N4487,187.1220833,-7.777222222
N4488,187.0790833,8.636277778
N4489,187.087375,17.03458333
N4490,187.0419167,41.91736111
N4491,187.1042917,11.75894444
N4492=I3438,187.11275,#VALUE!
N4493,187.1444417,-0.889602778
N4494,187.22775,26.05061111
N4494?,187.2224417,26.05341944
N4495,187.225375,29.41227778
N4496=N4496A=N4505,187.27575,4.215611111
N4496B,187.282375,4.202138889
N4497=I3452,187.25275,11.90091667
N4498,187.2855417,17.12869444
N4499,187.3495833,-39.70666667
N4500,187.2597083,58.24019444
N4501,187.3654583,#VALUE!
N4502,187.3840417,16.96330556
N4503,187.392625,11.45225
N4504,187.4264583,-7.288833333
N4505=N4496=N4496A,187.2760417,4.215611111
N4506,187.4122917,13.69547222
N4507,188.227625,-39.63383333
N4508,187.43625,6.095277778
N4508 ne*,187.4362083,6.096666667
N4508 sw*,187.4354167,6.094666667
N4509,187.6619583,#VALUE!
N4510,187.38425,64.50941667
N4511,187.449875,56.74669444
N4512=N4521,187.6378333,64.2145
N4513,187.4518333,66.60816667
N4514,187.5606667,29.98797222
N4515,187.641125,16.54102778
N4516,187.651375,14.85047222
N4517=N4437,187.5497917,#VALUE!
N4517A,187.477,#VALUE!
N4518=N4518A,187.663775,8.127366667
N4518B,187.6569583,8.110444444
N4519,187.7415833,8.930138889
N4519A,187.7175,8.966111111
N4520=I0799,187.8122708,-7.100102778
N4520=I0799 comp,187.8157083,-7.107805556
N4521=N4512,187.6378333,64.2145
N4522,187.7811667,9.449666667
N4523,187.8204167,15.44272222
N4524,187.8275,-11.75166667
N4525,187.8460417,30.55333333
N4526=:N4560,187.877625,#VALUE!
N4527,187.8968333,#VALUE!
N4528,187.893125,11.59666667
N4529?,187.5883333,20.45933333
N4529??,187.3001667,20.75761111
N4530,187.8429417,41.62896111
N4531,187.9352083,13.35083333
N4532,187.9447083,6.744555556
N4533,187.95275,2.601083333
N4534,187.9109167,35.79386111
N4535,187.9497083,#VALUE!
N4535A,187.922125,8.549527778
N4536,187.9735,#VALUE!
N4537=N4542,188.1137917,51.08036111
N4538,188.0309583,3.598972222
N4539,188.0174167,18.47788889
N4540,188.0821667,15.82730556
N4541,188.1537083,#VALUE!
N4542=N4537,188.1137917,51.08036111
N4543,188.197675,6.390647222
N4544,188.2636667,3.310027778
N4545,188.0837083,63.80069444
N4546,188.2291667,-3.517777778
N4547,188.1430708,59.19183056
N4548,188.2312083,#VALUE!
N4549,188.2667083,59.22483333
N4550,188.246125,12.49588889
N4551,188.277,12.539
N4552,188.2845,#VALUE!
N4553,188.3575,-39.16388889
N4554??,188.3658333,11.54027778
N4555=I3545,188.30225,26.79805556
N4556,188.322125,#VALUE!
N4557,188.3392917,27.32891667
N4558,188.3505,27.26691667
N4559,188.3730833,28.23480556
N4559A=I3592,188.6047083,28.13677778
N4559B=I3593,188.6066667,28.02333333
N4559C=I3550,188.3491667,28.20805556
N4560:=N4526,187.877625,#VALUE!
N4561=I3569,188.4086667,19.59830556
N4561se=I3569se,188.4129167,19.59472222
N4562=N4565A,188.2744167,26.12522222
N4563,188.4342917,27.21572222
N4563ne,188.435,27.21722222
N4563sw,188.4320833,27.21611111
N4564,188.480375,11.71430556
N4565,188.46625,#VALUE!
N4565A=N4562,188.2744167,26.12522222
N4565B=I3546,188.3042917,26.49752778
N4565C=I3543,188.3019583,26.56158333
N4566,188.4195417,54.49547222
N4567,188.5041667,11.53302778
N4568,188.5109167,11.51319444
N4569,188.5776667,#VALUE!
N4570,188.5873333,7.52175
N4571 *,188.586375,14.49261111
N4571=I3588,188.60525,14.49286111
N4572,188.4507083,74.52080556
N4573,188.75,-43.34583333
N4574,188.75875,-35.24222222
N4575,188.78625,-40.26222222
N4576,188.7526667,4.642444444
N4577?=N4591,189.1655833,6.286277778
N4578,188.7442083,9.829888889
N4579,188.8005417,#VALUE!
N4580,188.8154583,5.643194444
N4581,188.882125,1.752527778
N4582,188.902375,-0.457472222
N4583,188.9075417,33.73322222
N4584,188.9443792,13.38446111
N4585,188.9397917,29.212
N4586,188.9807917,4.593388889
N4587,189.0090417,2.932
N4588,189.0541667,7.042888889
N4589,188.8700417,74.46711111
N4590,189.2035417,-26.46755556
N4591=?N4577,189.1655833,6.286277778
N4592,189.1868333,#VALUE!
N4593,189.269325,-5.069955556
N4594,189.3471967,#VALUE!
N4595,189.3372917,15.57241667
N4596,189.3512083,10.45036111
N4596 ne bar,189.3620833,10.45416667
N4597,189.4083333,-5.525
N4598,189.4161667,8.658027778
N4599,189.4729167,#VALUE!
N4600,189.4570417,3.392055556
N4601,189.5129167,-40.61861111
N4602,189.5091667,-4.859166667
N4603,189.5484167,-40.70166667
N4603A,189.22375,-40.465
N4603B,189.4416667,-40.79527778
N4603C,189.4983333,-40.48916667
N4603D,189.8508333,-40.54694444
N4604,189.5429167,-5.028888889
N4605,189.4465417,#VALUE!
N4606,189.6094167,12.18575
N4607,189.6709583,12.15952778
N4608,189.6734167,10.42958333
N4609,189.8375,-62.71672222
N4610=N4470,186.772125,8.099888889
N4611=I0805,189.727,14.00344444
N4612,189.7522917,7.588611111
N4613,189.7540417,26.36233333
N4614,189.76475,26.31661111
N4615,189.7895,26.34672222
N4616,189.88625,-40.36777778
N4617,189.6928333,50.66711111
N4618 se arm,189.7941667,41.40583333
N4618=I3667,189.7879583,#VALUE!
N4619,189.8291667,35.33661111
N4620,189.8680833,13.21676944
N4621,189.8793333,11.92016667
N4622,189.97375,-40.47027778
N4622A,190.2708333,-40.44169444
N4622B,190.2779167,-40.44477778
N4623,189.9107083,7.950861111
N4624=N4664=N4665,190.6372917,3.33
N4625=I3675,189.8719583,41.54769444
N4626,189.9591667,-6.770611111
N4627,189.89,#VALUE!
N4628,189.95875,-6.697222222
N4629,189.9937917,-1.076972222
N4630,189.992875,4.232555556
N4631,189.9221667,#VALUE!
N4632,189.994125,#VALUE!
N4633=I3688,190.0270417,14.63113889
N4634,190.0420833,14.57016667
N4635,190.0402917,20.21916667
N4636,190.0699583,#VALUE!
N4637:,190.09525,11.71138889
N4637??=N4647,190.2550833,#VALUE!
N4638=:N4667,190.0670833,11.71586111
N4639,190.088875,13.53102778
N4640=N4640A,190.1109583,12.56019444
N4640B,190.1268542,12.5588
N4641,190.1518833,12.32433611
N4642,190.1827917,-0.371055556
N4643,190.196,#VALUE!
N4644=N4644A,190.1095417,55.41891667
N4644B,190.15125,55.41944444
N4645,190.3545833,-41.47583333
N4645A,190.0879167,-41.085
N4645B,190.1954167,-41.08805556
N4646,190.14875,55.12983333
N4647=N4637??,190.2550833,#VALUE!
N4648,189.9740833,74.69469444
N4649,190.2864583,#VALUE!
N4650,190.3972083,-40.45861111
N4650A,190.5193333,-40.44122222
N4650B=N4661,190.6254167,-40.55055556
N4651,190.3020833,16.66702778
N4652,190.2764167,59.23825
N4653,190.3210417,-0.287361111
N4654,190.3579583,13.3995
N4655,190.3062542,41.29192778
N4656,190.38425,#VALUE!
N4657,190.4212917,32.48208333
N4658,190.5070833,-9.810833333
N4659,190.4944167,13.77155556
N4660,190.5035833,11.46305556
N4661=N4650B,190.6254167,-40.55055556
N4662,190.50875,37.39441667
N4663=I0811,190.546375,-9.924638889
N4664=N4624=N4665,190.6372917,3.33
N4665=N4624=N4664,190.6372917,3.33
N4666,190.6441667,#VALUE!
N4667:=N4638,190.0670833,11.71586111
N4668,190.7418333,#VALUE!
N4669,190.6297083,55.14902778
N4670,190.7078333,#VALUE!
N4671,190.8008333,-6.796388889
N4672,190.8758333,-41.43305556
N4673,190.781375,27.33380556
N4674,190.8654167,-8.382777778
N4675,190.8181667,55.01038889
N4676A=I0819,190.9341667,#VALUE!
N4676B=I0820,190.938875,#VALUE!
N4677,191.04875,-41.30972222
N4678=I0824,191.7801667,-4.307444444
N4678=I0824 comp,191.775875,-4.308166667
N4679,191.1904167,-39.29833333
N4680,191.0759167,-11.36347222
N4681,191.1779167,-43.06166667
N4682,191.1647083,-9.790638889
N4683,191.2370833,-41.25638889
N4684,191.1794167,#VALUE!
N4685,191.177,19.73666667
N4686,191.1022917,54.80727778
N4687,191.2485833,35.62477778
N4688,191.3075417,4.608472222
N4689,191.3134167,14.03522222
N4690,191.3398333,-1.383388889
N4691,191.4127083,#VALUE!
N4692=N4702,191.3687083,27.49511111
N4693,191.3123333,71.44913889
N4694,191.4326667,11.25627778
N4695=I3791,191.322,54.64755556
N4696,191.5142083,-41.03875
N4696A,191.0420833,-41.22416667
N4696B,191.1504167,-40.96472222
N4696C,191.3229167,-40.54666667
N4696D,191.39875,-41.44138889
N4696E,191.42,-40.66305556
N4697,191.5024583,-5.528083333
N4698,191.46425,8.760111111
N4699,191.60975,-8.392333333
N4700,191.63,-11.13944444
N4701,191.6615,3.661333333
N4702=N4692,191.3687083,27.49511111
N4703,191.6795833,-8.836388889
N4704,191.604625,42.19344444
N4705,191.7084167,-4.923555556
N4706,191.7845833,-41.00777778
N4707,191.5272917,51.43697222
N4708,191.7708333,-10.82111111
N4709,191.8255,-41.11063889
N4710,191.7870833,15.43741667
N4711=I3804,191.591625,35.60511111
