ngc,ra,dec
N6922w,306.8175,-2.359444444
N6923=I5004,307.1391667,-31.00194444
N6924,307.5841667,-25.64555556
N6925=:I5015,307.8083333,-32.15277778
N6926,307.6262917,-2.199361111
N6926A,307.6270833,-2.193888889
N6927,307.5562625,9.745466667
N6927A,307.5495833,9.711944444
N6928=I1325,307.606375,9.75625
N6929,307.6915917,-2.208997222
N6930=I1326,307.642625,9.70275
N6930=I1326 comp,307.6434167,9.710722222
N6931,307.7370833,-11.54061111
N6932,309.1633333,-73.79777778
N6933,307.7964167,7.215555556
N6934,307.9352917,7.232416667
N6935,308.6633333,-52.28555556
N6936,308.24125,-25.45361111
N6937,308.77125,-52.32027778
N6938,308.1241667,22.0425
N6939,307.625,60.48347222
N6940,308.0833333,28.10016667
N6941,308.4391667,-4.793055556
N6942,309.2175,-54.48111111
N6943,309.9508333,-68.92861111
N6944,308.9845125,6.820325
N6944A,308.9316667,6.725833333
N6945,309.0928333,-5.149361111
N6946,308.4544833,#VALUE!
N6947,309.5366667,-32.66611111
N6948,309.9445833,-53.53805556
N6949,308.5992917,64.62858333
N6950,309.6958333,16.4335
N6950 *,309.685,16.43777778
N6951=N6952,309.1537083,65.92955556
N6952=N6951,309.1537083,65.92955556
N6953:,309.2775,65.58833333
N6953?,310.1333333,65.58388889
N6954,310.383875,3.027805556
N6955,310.443625,2.412941667
N6956,310.3795417,12.33002778
N6957,310.5670833,2.398333333
N6958,311.3741667,-38.18263889
N6959,311.1409167,-0.245666667
N6960,310.975,30.40019444
N6961,311.1542333,-0.178719444
N6962,311.1895417,-0.13625
N6963,311.1915417,-0.324527778
N6963 e*,311.191125,-0.324861111
N6964,311.2110417,-0.116111111
N6965=I5058,311.1955833,-0.298777778
N6966,311.2219583,-0.182888889
N6967,311.2524167,-0.226777778
N6968,311.4635542,-8.545708333
N6969,311.5022083,7.554138889
N6970,312.1633333,-48.96583333
N6971,311.7297917,5.808666667
N6972,311.8905958,9.712183333
N6973,312.3629583,-6.083694444
N6974:,312.2541667,31.63344444
N6975=N6976,312.4466125,-5.961172222
N6976=N6975,312.4466125,-5.961172222
N6977,312.462025,-5.935625
N6978,312.48575,-5.900333333
N6979,312.1,31.83341667
N6980,312.5414167,-6.026861111
N6981,312.6795417,-12.72727778
N6982,313.4291667,-52.05555556
N6983,313.3458333,-44.17861111
N6984,313.57875,-52.06388889
N6985,310.579875,-11.28683333
N6985 comp,310.5732083,-11.29033333
N6986,313.4194167,-18.75936667
N6987,313.675,-48.82361111
N6988,313.3502333,10.31541667
N6989,313.0875,45.03358333
N6990,314.0554167,-55.75694444
N6991 JH,313.3083333,47.11688889
N6991 WH,313.4916667,47.25011111
N6992,313.5583333,31.55
N6993:,312.7375,-25.66222222
N6994,314.0475,-12.83
N6995,313.7708333,31.03347222
N6996,313.6875,45.26688889
N6997,313.7208333,44.43341667
N6998,314.6607917,-28.22777778
N6999,314.75125,-28.25666667
N7000,314.2520833,44.33333333
N7001,314.6404292,-0.392019444
N7002,315.07125,-49.22805556
N7003,314.5986667,17.60836111
N7004,315.1416667,-49.31222222
N7005,314.8029167,-13.07861111
N7006,314.7879583,15.99036111
N7007,315.47125,-52.75194444
N7008,314.7719167,54.34633333
N7009,315.3648333,-11.56313889
N7010=I5082,315.4807042,-12.538075
N7011,315.0283333,47.15638889
N7012,315.8579167,-45.01527778
N7013,315.3602917,29.698
N7014,316.12,-47.38027778
N7015,315.8025417,11.21308333
N7016,316.0852083,-25.67108333
N7017,316.1037083,-25.68958333
N7018,316.1242917,-25.631
N7018 e knot,316.1245,-25.63038889
N7018 w knot,316.1210833,-25.63055556
N7018 comp,316.1715833,-25.62011111
N7019,315.8791667,-24.61416667
N7020=N7021,316.8041667,-64.23
N7021=N7020,316.8041667,-64.23
N7022,316.53375,-49.50694444
N7023,315.24375,67.97138889
N7024,316.0666667,41.28805556
N7025,316.362375,16.13316667
N7026,316.1479583,47.65075
N7027,316.28925,42.03422222
N7028,316.4833333,18.26683333
N7028?,315.882125,18.26761111
N7029,317.1066667,-49.48888889
N7030,317.0945833,-20.69166667
N7031,316.3916667,50.66677778
N7032,317.7375,-68.49611111
N7033,316.8116542,14.92133056
N7034,316.8188875,14.94695278
N7035,316.9695833,-23.34083333
N7035A,316.9754167,-23.3425
N7036,316.9583333,15.16675
N7037,317.1875,33.53347222
N7038,317.94075,-47.42863889
N7038A,317.9708333,-47.81672222
N7039,317.25,45.41666667
N7040,317.707,8.657861111
N7041,318.2866667,-48.57194444
N7041A,318.6394583,-48.61280556
N7041B,318.6091667,-48.60108333
N7042,317.84475,13.36741667
N7043,317.9211667,13.41819444
N7044,317.8183333,42.28888889
N7045,318.0827125,4.299247222
N7045 nw *,318.0822625,4.301019444
N7045 se *,318.0830792,4.298761111
N7046,318.10125,2.626444444
N7047,318.4704583,-1.036083333
N7048,318.1145417,46.08102778
N7049,318.9054167,-48.77361111
N7050,318.275,35.96666667
N7050e,318.3083333,35.96666667
N7051,319.295,-8.995
N7052,319.087,26.23580556
N7053,319.7171417,22.87160278
N7054,319.6858333,38.95916667
N7055,319.5125,57.35013889
N7055 core,319.4958333,57.36686111
N7056=I1382,319.9505,18.45147222
N7057,320.4416667,-42.67666667
N7058,319.825,50.58352778
N7058:,320.0458333,50.60008333
N7058?,319.8375,50.61672222
N7059,320.89625,-60.23194444
N7060,320.67125,-42.62694444
N7061,321.0204167,-49.28138889
N7062,320.4083333,46.15022222
N7063,320.575,36.26675
N7064,321.3929167,-52.98527778
N7065,321.0142875,-7.212977778
N7065A,321.0790958,-7.239711111
N7066,320.9604167,13.96536111
N7066nw,320.9603333,13.96569444
N7066se,320.962125,13.96386111
N7067,320.6458333,47.7835
N7068,321.03125,11.96666667
N7069,321.378625,-1.865388889
N7070,321.8041667,-43.30666667
N7070A,322.1491667,-43.06694444
N7071,321.21625,47.70305556
N7072,321.85375,-43.37305556
N7072A,321.8045833,-43.42222222
N7073,321.6825,-11.70805556
N7074,321.7915,6.463138889
N7074e,321.7958333,6.458888889
N7074w,321.791875,6.461583333
N7075,322.10975,-38.83869444
N7076,321.294625,62.67486111
N7077,321.864725,2.194233333
N7078,321.8889583,11.94722222
N7079,322.3416667,-44.28861111
N7080,321.9526708,26.49771944
N7081,322.2173333,2.26975
N7082,321.8666667,46.90011111
N7083,322.9566667,-64.12777778
N7084,322.55,17.28338889
N7085,322.4835208,6.359288889
N7086,322.1875,51.36688889
N7087,322.8541667,-41.04083333
N7088,322.6958333,-0.600083333
N7089,322.7197083,-1.045666667
N7090,323.245125,-54.78105556
N7091=I5114,322.7666667,-36.87638889
N7092,322.25375,48.2
N7093,323.1208333,45.73347222
N7093ne,323.1916667,45.78347222
N7094,323.6165833,12.56363889
N7095,326.4433333,-81.76555556
N7096=I5121,324.360375,-64.13647222
N7096A=I5120,323.7215833,-64.57772222
N7097,324.265,-42.76611111
N7097A,324.3704167,-42.70722222
N7098,324.82825,-75.34097222
N7099,324.3825833,-23.40655556
N7100,324.1632083,8.724055556
N7101,324.2786417,8.650219444
N7102=:I5127,324.3119583,6.059027778
N7102 comp,324.3053333,6.041388889
N7103,324.255475,-22.70052778
N7104,324.3052333,-22.65184444
N7105,324.7512917,-10.86382778
N7106,324.8029167,-52.92805556
N7107,324.8120833,-45.02111111
N7108=N7111,324.8141667,-6.9375
N7109,324.7425,-34.67388889
N7110,324.8004167,-34.39055556
N7111=N7108,324.8141667,-6.9375
N7112=N7113,325.0052083,12.34013889
N7113=N7112,325.0052083,12.34013889
N7114,324.9392917,42.61297222
N7115,325.1970833,-25.58083333
N7116,325.1150417,28.71733333
N7117,325.6291667,-48.65194444
N7118,325.725,-48.585
N7119=N7119A,325.761625,-46.74711111
N7119B,325.757625,-46.75138889
N7120,325.4795833,-6.754444444
N7121,325.5683333,-3.850555556
N7122,325.784125,-9.061361111
N7123,326.6283333,-70.56805556
N7124,326.1954167,-50.7975
N7125,326.4041667,-60.94527778
N7126,326.4129167,-60.84194444
N7127,325.5041667,54.4
N7128,325.5583333,53.48336111
N7129,325.4541667,65.88333333
N7130=I5135,326.3330417,-35.18533333
N7131,326.2234,-13.41498056
N7132,326.2055,10.00905556
N7133,325.82125,65.93777778
N7134,326.5566667,-13.20777778
N7135=?I5136,326.69375,-35.11016667
N7136,326.75775,-12.02688889
N7137,326.4753333,21.92683333
N7138,326.647,12.28027778
N7139,326.2065833,63.55994444
N7140=N7141,327.2041667,-55.805
N7141=N7140,327.2041667,-55.805
N7142,325.9875,65.5335
N7143,326.6704167,29.7225
N7144,327.37025,-48.4898
N7145,327.5308333,-48.11805556
N7146,327.3141667,2.781388889
N7147,327.360275,2.836222222
N7148,327.4029167,3.106111111
N7149,327.416175,3.065577778
N7150,327.13375,49.52138889
N7151,327.9466667,-50.89444444
N7152,327.7716667,-29.52611111
N7153,327.925,-29.30055556
N7154,328.0958333,-35.05166667
N7155=I5143,328.2308333,-49.76055556
N7156,328.0064583,2.705888889
N7157,328.52625,-25.58888889
N7158,328.6967083,-11.83127778
N7159,328.5004167,13.32416667
N7160,328.0541667,62.36666667
N7161:,328.6075,2.6775
N7161: m pair,328.60875,2.675277778
N7161: n pair,328.6045833,2.689166667
N7161: s pair,328.6095833,2.668888889
N7162,329.1375,-43.54638889
N7162A,329.3758333,-43.38225
N7162A all,329.3767917,-43.37980556
N7163,329.10625,-32.12277778
N7164,328.4609917,1.125380556
N7165,329.17625,-16.7525
N7166,329.3625,-43.63055556
N7167,329.4220833,-24.87361111
N7168,329.7129167,-51.98416667
N7169,329.9091667,-47.93888889
N7170,329.7054167,-5.673611111
N7171,329.5841667,-13.51055556
N7172,329.7798333,-32.11061111
N7173,329.7863333,-32.21541667
N7174,329.7995,-32.23366667
N7174+N7176,329.805,-32.23277778
N7175,329.2545833,54.58
N7176,329.80875,-32.23172222
N7177,329.5756667,17.49694444
N7178,329.8633333,-36.03222222
N7179,330.2829167,-64.28888889
N7180,329.8841667,-20.78916667
N7181,329.7855667,-2.201936111
N7182,329.8190417,-2.438044444
N7183,329.9011667,-19.15816667
N7184,329.97125,-21.05483333
N7185,330.0435417,-20.71372222
N7186,329.7279167,34.83722222
N7187,329.9525,-33.045
N7188,330.1795,-20.55991667
N7189,330.1767917,-0.328888889
N7190,330.1640333,10.95699167
N7191,330.7908333,-64.87805556
N7192,330.78775,-64.56011111
N7193,330.1508333,10.55972222
N7194,330.268375,12.39427778
N7195,330.2658583,12.41825556
N7196,330.6757083,-50.36330556
N7197,330.2203333,40.81705556
N7198,330.6668208,-0.891697222
N7199,331.20125,-64.95166667
N7200,330.9895833,-50.24111111
N7201,330.9115417,-31.50738889
N7202,330.958125,-31.46277778
N7203,330.9615,-31.40733333
N7204,331.0041667,-31.28352778
N7204nw,331.0004583,-31.29366667
N7204se,331.0079167,-31.29788889
N7205,331.2908333,-57.68805556
N7205A,331.0333333,-57.70861111
N7206,330.8200833,16.54119444
N7207,330.84,16.52361111
N7208,331.3883333,-29.29666667
N7209,330.7833333,46.23344444
N7210,331.0208333,26.85025
N7210 JH,331.0083333,27.85022222
N7211,330.9313917,-8.3343
N7212m,331.1415,9.989055556
N7212ne,331.1430417,9.992722222
N7212sw,331.1335417,9.980277778
N7213,331.5358333,-47.41233333
N7214,331.5712083,-28.05541667
N7215,331.50375,-0.266111111
N7216,332.1816667,-68.90888889
N7217,331.4069167,31.11447222
N7218,331.869625,-16.90766667
N7219,332.3729167,-65.09555556
N7220,332.1833333,-23.20027778
N7221,332.0959167,-30.81027778
N7222,332.0793875,1.858861111
N7223,332.0095417,40.77022222
N7224,332.318525,25.61721389
N7225,332.5791667,-26.39583333
N7226,332.1575,55.15194444
N7227,332.3426667,38.474
N7228,332.4137917,38.45122222
N7229,332.8008333,-29.63194444
N7230,332.87625,-17.32361111
N7231,332.6140833,45.08086111
N7232,333.1404167,-46.1
N7232A,332.65,-46.14166667
N7232B,333.2,-46.03
N7233,333.1866667,-46.0975
N7234=N7235,332.66,57.02333333
N7235=N7234,332.66,57.02333333
N7236,333.0771625,13.59804167
N7237,333.0850333,13.59179722
N7238,333.2416667,22.26672222
N7239,333.1037708,-5.302077778
N7240,333.2977083,37.03166667
N7241,333.3587083,18.98158333
N7242,333.3677083,37.0495
N7243,333.2916667,49.63358333
N7244,333.5066667,16.22111111
N7245,333.325,54.0835
N7246=I5198,333.7530417,-15.82141667
N7247,333.7254167,-23.9825
N7248,333.682625,40.25441667
N7248 comp,333.675875,40.2655
N7249,334.3166667,-55.37722222
N7250,334.0359167,40.31211111
N7251,334.43875,-16.02555556
N7252,334.4915,-24.93047222
N7253=N7253A,334.288125,29.14575
N7253B,334.2996667,29.13541667
N7253e,334.30625,29.13861111
N7254=N7256,334.9625,-21.98944444
N7255,335.1104167,-15.79488889
N7256=N7254,334.9625,-21.98944444
N7257=N7260,335.0025,-4.373333333
N7258,335.0379167,-28.59861111
N7259,335.0677917,-29.20794444
N7260=N7257,335.0025,-4.373333333
N7261,334.50125,57.8
N7261 core,334.5958333,57.86672222
N7262,335.1541667,-32.6175
N7263,334.8832083,36.09688889
N7263 comp,334.8866667,36.09916667
N7264,335.0017917,36.13397222
N7265,335.058375,35.95683333
N7266,335.3466667,-4.326944444
N7267,335.3730833,-33.94744444
N7268,335.710625,-31.45552778
N7268A,335.7162083,-31.45491667
N7269,335.7770833,-13.42166667
N7270,335.380375,32.14938889
N7271,335.4214375,32.11351389
N7272,335.5251542,16.33410833
N7273,335.4809958,35.94593333
N7274,335.4885917,35.87199722
N7275,335.5034167,32.19261111
N7276,335.5020792,35.83376111
N7277,335.8370833,-31.40111111
N7278,336.26125,-60.425
N7279,336.0833333,-35.39527778
N7280,336.0065417,15.89327778
N7281,335.7520833,57.56666667
N7282,335.9286667,40.06044444
N7283?,336.5297833,17.21433333
N7283??,336.265,17.18277778
N7284,336.4579167,-25.10027778
N7285,336.46625,-25.09666667
N7286,336.3810833,28.84002778
N7287,336.4458333,-22.38352778
N7287?,336.1346667,-22.37197222
N7287? m,336.1353333,-22.37269444
N7287? nw,336.1339583,-22.37102778
N7287? se,336.1364583,-22.37383333
N7287??,336.51625,-22.45722222
N7287?? *,336.521125,-22.45691667
N7287?? ne,336.5175833,-22.45822222
N7287?? sw,336.515875,-22.45952778
N7288,336.4158333,-3.14
N7289,336.6158333,-35.72833333
N7290,336.5033333,16.89166667
N7291,336.5150208,16.527075
N7292,336.5304167,30.03605556
N7293,336.7280417,-21.09397222
N7294=I5225,337.3419583,-25.65563889
N7295=N7296,336.5083333,52.03333333
N7295=N7296 core,336.5083333,52.05002778
N7296=N7295,336.5083333,52.03333333
N7296=N7295 core,336.5083333,52.05002778
N7297,337.0675,-38.08388889
N7298,337.0430833,-14.44558333
N7299,337.1633333,-38.06694444
N7300=:I5204,337.0822083,-14.26041667
N7301,336.97,-17.83075
N7302=I5228,337.4316667,-14.37861111
N7303,337.309625,30.69869444
N7304??,337.3579167,30.72194444
N7305,337.4389708,11.45436944
N7306,337.6241667,-27.50472222
N7307,337.7375,-41.19222222
N7308=I1448,337.9695167,-13.19271389
N7309,337.9254167,-10.61555556
N7310,337.9691667,-22.74333333
N7311,337.8969167,5.311611111
N7312,338.014875,5.558305556
N7313,338.1933333,-26.36111111
N7314,338.2504167,-26.30944444
N7315,338.3117542,34.54413333
N7316,338.3807917,20.06347222
N7317,338.3935417,33.6855
N7318=N7318B,338.4205333,#VALUE!
N7318A,338.4136625,#VALUE!
N7319,338.4422458,33.71634722
N7320,338.4415417,33.68894444
N7320A,338.5614583,33.53725
N7320B,338.79445,33.66228333
N7320C,338.5116792,33.72551944
N7321,338.5149167,21.36141667
N7322=N7334,338.7466667,-37.49083333
N7323,338.6164583,18.88422222
N7324,338.6479167,18.88611111
N7325,338.6302917,34.10702778
N7326,338.6429167,34.16297222
N7327?,338.5680833,34.24225
N7327? * ene,338.6687083,34.21719444
N7327? * nne,338.6565833,34.23194444
N7327? * se,338.6661667,34.20758333
N7327? * sw,338.62275,34.20391667
N7328,338.7494167,10.27166667
N7329,339.236125,-66.74019444
N7330,338.6733333,38.28719444
N7331,338.6955708,#VALUE!
N7332,338.7553333,23.53827778
N7333,338.7259583,34.17727778
N7334=N7322,338.7466667,-37.49083333
N7335,338.7581625,34.18764722
N7336,338.7693167,34.221325
N7337,338.7887917,34.11380556
N7338:,338.8075,34.15416667
N7338: ne*,338.8092917,34.15502778
N7338: sw*,338.8059167,34.15405556
N7339,338.848875,23.52630556
N7340,338.8615542,34.14993333
N7341,339.0916667,-22.92694444
N7342,338.98425,35.23813889
N7343,339.0825417,33.81072222
N7344,339.2529167,-4.42
N7345,339.1159583,35.27980556
N7346,339.2756042,10.82232222
N7347,339.362,10.76644444
N7348,339.5300833,11.64466667
N7349,339.6316667,-22.05777778
N7350,339.5804583,11.74505556
N7351,339.71375,-4.706388889
N7352,339.4416667,57.13333333
N7353,339.9312917,11.61547222
N7354,339.6160042,61.02412778
N7355,340.165,-37.12738889
N7356,339.9249083,30.4467
N7357,340.0133875,29.90930833
N7358,340.5633333,-65.38416667
N7359,340.5175,-23.95055556
N7360,340.2575417,3.888972222
N7361=I5237,339.8791667,-30.32
N7362,340.3284125,8.442597222
N7363,340.2482083,33.73641667
N7364,340.4600417,-0.425027778
N7365,340.6177208,-20.21513611
N7366,340.4881167,10.51853889
N7367,340.508625,3.382916667
N7368,340.6666667,-39.60555556
N7369,340.472625,34.08827778
N7370,340.78195,10.79401944
N7371,340.8564208,-11.26554444
N7372,340.8183333,10.86722222
N7373,340.945,2.945555556
N7374=N7374A,340.8793333,10.59
N7374B=I1452,340.8719167,10.60475
N7375,341.0270042,20.81968333
N7376,341.1874583,3.38125
N7377,341.2708333,-22.57611111
N7378,341.289125,-12.08133333
N7379,341.3207917,39.97447222
N7380,341.3333333,57.86669444
N7381,341.8623333,-19.98936111
N7382,341.8933333,-37.12111111
N7383,341.7753542,11.29200278
N7384,341.80375,11.2225
N7385,341.8541667,11.34336111
N7386,341.8855,11.43327778
N7387,341.9501958,11.37162222
N7388,341.96425,11.44577778
N7389,341.9432583,11.30089167
N7390,341.9577083,11.26561111
N7391,342.0072917,-1.809777778
N7392,342.28125,-20.87305556
N7393,342.261125,-5.823083333
N7394,342.0170833,51.9025
N7394 core,342.0666667,51.86672222
N7395,342.1846375,36.82233889
N7396,342.4550833,-0.826444444
N7397,342.555125,-0.866416667
N7398,342.5659417,-0.934975
N7399,342.5095833,-9.533888889
N7400,342.8633333,-45.61361111
N7401,342.6044583,-0.876083333
N7402,342.6293583,-0.878122222
N7403,342.6376667,1.215916667
N7404=I5260,342.8705833,-39.58172222
N7405,342.775,12.20016667
N7405?,342.6155583,12.32749444
N7405??,342.0933875,12.29404167
N7406,342.8345833,-6.845833333
N7407,342.748125,31.86272222
N7408,343.18475,-63.96183333
N7409,342.8393167,19.94396111
N7410,343.0461667,-39.92863889
N7411,343.0340667,19.96946389
N7412,343.22625,-42.90861111
N7412A,343.574625,-43.07258333
N7412A all,343.5674583,-43.07205556
N7412A east,343.5767917,-43.07197222
N7413,343.1418167,12.95358889
N7414,343.2292875,12.98136389
N7415e,343.1119167,19.99488889
N7415w,343.1039167,19.99516667
N7416,343.2750417,-5.762305556
N7417,343.6492083,-65.30597222
N7418,343.4504167,-37.29666667
N7418A,343.47375,-37.04
N7419,343.085,60.54888889
N7420,343.2875458,29.53793889
N7421,343.5254167,-37.61583333
N7422,343.4157917,3.659333333
N7423,343.26625,56.82972222
N7424,343.6180417,-41.33858333
N7425,343.65925,-11.21786111
N7426,343.4289167,36.09405556
N7427,343.6620917,8.238066667
N7428,343.6891667,-1.316777778
N7429,343.4958333,59.70011111
N7430,343.7445833,8.526138889
N7431e,343.8091667,25.89638889
N7431w,343.8072208,25.89653889
N7432,343.8852917,12.86633333
N7433,343.86175,25.894
N7434,343.9470667,-1.4522
N7435,343.8732917,25.87066667
N7436=N7436A,343.8860792,25.88198889
N7436B,343.8805417,25.88161111
N7437,343.9202917,14.04069444
N7438,343.8,54.03347222
N7438 ne,343.8125,54.06666667
N7438 ne?,343.8154167,54.09861111
N7438 sw,343.6041667,53.93358333
N7439,343.9429292,28.9604
N7440,344.0490208,35.53435556
N7441:=I1458,343.5217083,-7.647138889
N7441?,344.221225,-7.323908333
N7442,344.2406667,15.28022222
N7443,344.37875,-13.07611111
N7444,344.3795833,-13.1025
N7445,344.2626083,38.83918889
N7446,344.2899167,38.81450833
N7447,344.45,-10.78355556
N7448,344.39525,15.71225
N7449,344.3259583,38.87713889
N7450,344.5415708,-13.18724444
N7451,344.5405833,8.198444444
N7452:,344.5655667,6.476833333
N7453,344.7074583,-6.624416667
N7454,344.657625,16.12011111
N7455:,344.5389167,7.034388889
N7456,344.8423333,-39.83872222
N7457,344.6509583,29.87625
N7458,344.7301667,1.484277778
N7459:,344.6170833,6.48
N7459:ne,344.6187083,6.481944444
N7459:sw,344.6160417,6.4805
N7460,344.7905833,1.994416667
N7461,344.8300417,15.31358333
N7462,344.99175,-41.10433333
N7463,344.8454583,15.71283333
N7464,344.8534167,15.70461111
N7465,344.883375,15.696
N7466,344.9097792,26.78335
N7467,344.9935208,15.28462222
N7468,345.12645,#VALUE!
N7469,345.1851125,#VALUE!
N7470,345.5845833,-50.38194444
N7471,345.3041667,-23.16683333
N7472=N7482,345.7733333,2.788611111
N7473,345.3871667,29.89022222
N7474,345.4026958,19.79710278
N7475ne,345.4325,19.81416667
N7475sw,345.4266667,19.80888889
N7476,345.5954167,-43.36780556
N7477,345.5333333,2.850277778
