abell_num,ra,dec
2301,273.7,69.65
2302,274.975,57.13333333
2303,270.125,82.88333333
2304,274.9,68.91666667
2305,275.7,71.36666667
2306,276.275,74.71666667
2307,278.525,61.16666667
2308,278.4,71.01666667
2309,280.525,77.7
2310,281.85,73.3
2311,282.425,70.38333333
2312,283.4,68.36666667
2313,282.575,78.4
2314,282.875,79
2315,285.2,69.95
2316,283.825,80.03333333
2317,287.075,69.06666667
2318,286.325,78.15
2319,290.2,43.96666667
2320,289.125,70.98333333
2321,292.825,73.41666667
2322,300.1,73.2
2323,299.275,80.18333333
2324,306.075,-20.3
2325,307.55,-24.91666667
2326,307.55,69.86666667
2327,306.75,82.6
2328,312.05,-17.81666667
2329,313.925,-9.983333333
2330,314.45,-22.03333333
2331,314.55,-7.75
2332,314.875,-16.93333333
2333,315.2,-19.23333333
2334,316.05,-25.25
2335,316.525,-21.78333333
2336,316.825,-21.16666667
2337,319.375,-22.33333333
2338,320.25,-26.11666667
2339,320.275,-21.45
2340,320.3,-12.78333333
2341,320.425,-23.18333333
2342,320.475,-12.65
2343,320.6,-5.383333333
2344,321.4,-20.78333333
2345,321.775,-12.13333333
2346,321.975,-13.03333333
2347,322.375,-22.21666667
2348,322.425,-11.05
2349,322.85,3.933333333
2350,323,-5.9
2351,323.6,-13.4
2352,323.625,-15.83333333
2353,323.6,-1.6
2354,323.95,-14.91666667
2355,323.825,1.383333333
2356,323.95,0.116666667
2357,324.15,-23.25
2358,324.275,-15.86666667
2359,324.025,14.43333333
2360,324.275,-15.05
2361,324.775,-14.31666667
2362,325.175,-14.26666667
2363,325.275,-8.316666667
2364,325.5,-20.3
2365,325.75,-18.68333333
2366,325.7,-6.866666667
2367,325.725,-8.083333333
2368,326.025,-19.96666667
2369,326.15,-18.33333333
2370,326.225,-19.46666667
2371,326.275,-24.2
2372,326.325,-19.96666667
2373,326.175,1.066666667
2374,326.3,-7.416666667
2375,326.5,-19.13333333
2376,326.475,-9.433333333
2377,326.5,-10.03333333
2378,326.825,-19.98333333
2379,326.875,0.75
2380,327.6,-4.716666667
2381,327.725,2.283333333
2382,328,-15.65
2383,328.05,-21.2
2384,328.075,-19.55
2385,328.275,-23.53333333
2386,327.95,25.13333333
2387,324.675,83.11666667
2388,328.4,8.233333333
2389,328.525,-3.966666667
2390,328.4,17.66666667
2391,328.65,-15.25
2392,328.6,0.616666667
2393,328.7,-3.35
2394,328.925,-19.23333333
2395,328.825,8.75
2396,328.9,12.48333333
2397,329.05,1.333333333
2398,329.025,6.516666667
2399,329.375,-7.8
0,0,0
2400,329.45,-11.38333333
2401,329.725,-20.1
2402,329.675,-9.766666667
2403,329.75,-18.2
2404,329.85,-14.41666667
2405,329.875,-17.83333333
2406,330.25,11.3
2407,330.275,7.383333333
2408,330.325,6.166666667
2409,330.25,20.95
2410,330.525,-9.9
2411,330.625,-8.516666667
2412,331.05,-21.43333333
2413,331.05,11.31666667
2414,331.175,8.816666667
2415,331.35,-5.583333333
2416,331.25,-25.21666667
2417,331.825,-24.41666667
2418,332.25,-26.18333333
2419,332.325,17.8
2420,332.6,-12.18333333
2421,332.675,-10.68333333
2422,332.65,6.35
2423,332.675,5.766666667
2424,333.2,13.06666667
2425,333.4,5.95
2426,333.625,-10.36666667
2427,333.875,-23.85
2428,334.05,-9.35
2429,334.275,9.066666667
2430,334.55,-9.283333333
2431,334.5,8.933333333
2432,334.5,7.45
2433,334.6,14.01666667
2434,334.825,-14.21666667
2435,334.75,9.116666667
2436,335.125,-2.8
2437,335.225,13.08333333
2438,335.475,-15.58333333
2439,335.65,0.55
2440,335.975,-1.6
2441,336.425,-3.283333333
2442,336.45,-6.583333333
2443,336.525,17.33333333
2444,336.9,-23.85
2445,336.675,25.81666667
2446,337.425,-5.2
2447,337.625,4.066666667
2448,337.925,-8.45
2449,338.1,14.88333333
2450,338.25,-9.05
2451,338.3,3.4
2452,338.425,-8.783333333
2453,338.325,16.58333333
2454,338.55,5.8
2455,338.725,-13.68333333
2456,338.775,-15.28333333
2457,338.95,1.483333333
2458,338.9,18.53333333
2459,339.15,-15.65
2460,339.4,17.93333333
2461,339.7,-21.08333333
2462,339.775,-17.35
2463,339.675,3.716666667
2464,339.8,-3.95
2465,339.875,-5.733333333
2466,340.125,-20.9
2467,340.025,6.066666667
2468,340.125,8.216666667
2469,340.125,12.26666667
2470,340.125,17.25
2471,340.45,7.266666667
2472,340.45,17.53333333
2473,340.625,-13.53333333
2474,340.75,-20.2
2475,340.65,7.466666667
2476,340.775,13.78333333
2477,341,-17.11666667
2478,341.15,-17.7
2479,341.275,17.2
2480,341.525,-17.68333333
2481,341.7,-21.65
2482,341.775,-3.016666667
2483,341.825,4.983333333
2484,342.075,1.4
2485,342.15,-16.11666667
2486,342.2,17.16666667
2487,342.35,-20.95
2488,342.375,-23.55
2489,342.3,-5.416666667
2490,342.325,-3.783333333
2491,342.35,18.88333333
2492,342.625,-19.25
2493,342.675,-26.03333333
2494,342.575,16.51666667
2495,342.6,10.9
2496,342.75,-16.4
2497,342.8,-19.91666667
2498,343,14.33333333
2499,343.275,-25.96666667
2500,343.45,-25.46666667
2501,343.5,15.46666667
2502,343.775,-16.55
2503,343.7,29.46666667
2504,344.025,-14.91666667
2505,344.125,-0.533333333
2506,344.15,13.33333333
2507,344.175,5.5
2508,344.325,14.48333333
2509,344.475,-21.73333333
2510,344.575,0.433333333
2511,344.725,-7.616666667
2512,344.9,10.1
2513,344.85,26.25
2514,345.075,-23.2
2515,344.925,31.05
2516,345,18.51666667
2517,345.05,10.63333333
2518,345.2,-24.16666667
2519,345.225,-15.08333333
2520,345.175,14
2521,345.575,-21.98333333
2522,345.475,14.05
2523,345.875,-17.16666667
2524,345.8,17.73333333
2525,345.9,-10.58333333
2526,346.025,-24.03333333
2527,346.3,-25.31666667
2528,346.425,-21.4
2529,346.575,-13.25
2530,346.525,19.6
2531,346.75,-21.68333333
2532,346.65,28.5
2533,346.8,-15.21666667
2534,346.9,-22.66666667
2535,346.675,40.65
2536,346.95,-22.43333333
2537,347.075,-2.183333333
2538,347.175,-19.88333333
2539,347.2,-21.48333333
2540,347.375,-22.16666667
2541,347.525,-22.96666667
2542,347.525,-24.5
2543,347.5,-14.91666667
2544,347.575,-10.81666667
2545,347.525,5.383333333
2546,347.7,-22.66666667
2547,347.725,-21.13333333
2548,347.85,-20.43333333
2549,347.825,-12.81666667
2550,347.9,-21.75
2551,347.825,7.866666667
2552,347.85,3.583333333
2553,348.1,-24.95
2554,348.125,-21.48333333
2555,348.2,-22.21666667
2556,348.275,-21.63333333
2557,348.25,-16.98333333
2558,348.2,10.3
2559,348.275,-13.7
2560,348.3,-15.98333333
2561,348.4,14.73333333
2562,348.4,32.41666667
2563,348.6,-14.28333333
2564,348.7,14.08333333
2565,348.95,-21.11666667
2566,348.975,-20.38333333
2567,349.075,-6.15
2568,349.25,-22.2
2569,349.475,-12.86666667
2570,349.55,1.966666667
2571,349.65,-2.266666667
2572,349.6,18.73333333
2573,349.825,-2.45
2574,349.825,2.566666667
2575,349.95,-22.08333333
2576,349.975,-22.51666667
2577,350.175,-22.96666667
2578,350.2,-4.533333333
2579,350.275,-21.56666667
2580,350.4,-23.23333333
2581,350.45,-16.96666667
2582,350.45,2.933333333
2583,350.55,-20.43333333
2584,350.525,27.55
2585,350.725,-26.25
2586,350.85,-20.43333333
2587,350.875,-22.41666667
2588,350.925,9.15
2589,351,16.81666667
2590,351.1,2.083333333
2591,351.1,0.283333333
2592,351.075,18.13333333
2593,351.125,14.63333333
2594,351.125,8.066666667
2595,351.225,-20.53333333
2596,351.25,-23.41666667
2597,351.325,-12.1
2598,351.425,27.83333333
2599,351.65,-23.76666667
0,0,0
2600,351.675,-22.4
2601,351.675,-24.41666667
2602,351.675,21.31666667
2603,351.975,-25.33333333
2604,352.125,-22.51666667
2605,352.25,-23.35
2606,352.4,-21.2
2607,352.425,11.3
2608,352.625,-21.65
2609,352.625,-26.08333333
2610,352.6,17.28333333
2611,352.6,20.63333333
2612,352.725,-18.63333333
2613,352.8,-12.93333333
2614,353.225,-21.56666667
2615,353.25,-23.55
2616,353.3,5.616666667
2617,353.325,9.483333333
2618,353.45,23.01666667
2619,353.5,21.98333333
2620,353.525,6.916666667
2621,353.6,19.9
2622,353.725,27.43333333
2623,353.775,5.616666667
2624,353.925,5.616666667
2625,354.075,20.53333333
2626,354.125,21.16666667
2627,354.175,23.91666667
2628,354.25,-24.15
2629,354.425,-22.91666667
2630,354.375,15.83333333
2631,354.425,0.3
2632,354.45,-9.216666667
2633,354.525,13.2
2634,354.575,27.03333333
2635,354.65,-13.36666667
2636,354.7,-9.55
2637,354.775,21.46666667
2638,355.125,-11.7
2639,355.1,10.51666667
2640,355.125,19.66666667
2641,355.225,-24.83333333
2642,355.225,-10.76666667
2643,355.25,20.45
2644,355.3,0.1
2645,355.35,-9.033333333
2646,355.35,-10
2647,355.325,25.8
2648,355.4,-14.46666667
2649,355.375,24.68333333
2650,355.4,26.06666667
2651,355.475,21.06666667
2652,355.825,-10.36666667
2653,355.925,14.21666667
2654,356.075,-7.383333333
2655,356.1,-21.86666667
2656,356.225,-4.1
2657,356.225,9.15
2658,356.25,-12.3
2659,356.275,-15.46666667
2660,356.325,-25.96666667
2661,356.675,-10.41666667
2662,357.35,16.41666667
2663,357.425,-24.71666667
2664,357.55,-3.616666667
2665,357.7,6.116666667
2666,357.725,27.15
2667,357.95,-26
2668,358.05,14.05
2669,358.225,3.183333333
2670,358.55,-10.4
2671,358.775,5.416666667
2672,358.775,26.45
2673,358.825,1.933333333
2674,358.9,1.75
2675,358.9,11.43333333
2676,358.95,6.05
2677,358.95,34.36666667
2678,358.975,11.66666667
2679,358.825,-20.45
2680,359.125,-21.03333333
2681,359.35,-24.33333333
2682,359.375,-20.55
2683,359.4,-25.55
2684,359.55,-10.51666667
2685,359.625,-24.4
2686,359.85,-20.8
2687,0.025,32.16666667
2688,0.05,15.83333333
2689,0.05,-15.73333333
2690,0.1,-25.13333333
2691,0.35,-3.083333333
2692,0.525,12.05
2693,0.55,-19.55
2694,0.65,8.433333333
2695,0.7,18.75
2696,0.85,0.9
2697,0.85,-6.1
2698,0.875,4.633333333
2699,0.95,-15.26666667
2700,0.975,2.066666667
2701,1.075,-9.583333333
2702,1.225,31.4
2703,1.35,16.1
2704,1.4,-11.86666667
2705,1.5,15.8
2706,1.525,11.13333333
2707,1.6,-10.4
2708,1.65,-16.91666667
2709,1.675,-9.966666667
2710,1.675,-15.36666667
2711,1.75,25.1
2712,1.75,-18.06666667
